Age,Gender,"Location (country, city)","Educational level (e.g., undergraduate, graduate)","Stream(MEDIICAL,ENGINEERING,DESIGNING,etc.)",Reading frequency ,Average Reading Duration (minutes),"Types of content (e.g., textbooks, research papers, fiction, technical articles)","Reading preferences (e-books, PDFs, web articles)"
40,Male,Raichur,Professional Level,Mechanical Engineering,DAILY,60,Textbooks,
57,Female,Agartala,Professional Level,Electrical Engineering,WEEKLY,30,Technical Articles,
20,Male,Bhilwara,Undergraduate/Graduate Level,Medicine,DAILY,60,Research Papers,
25,Female,Udaipur,Master's Level,Civil Engineering,DAILY,15,Technical Articles,
55,Male,Korba,Professional Level,Computer Science/Engineering,DAILY,45,Textbooks,
21,Female,Nalgonda,Undergraduate/Graduate Level,Architecture,WEEKLY,60,Research Papers,
47,Male,Navi Mumbai,Professional Level,Mechanical Engineering,MONTHLY,30,Technical Articles,
34,Female,Bhiwandi,Master's Level,Legal Studies,DAILY,90,Fiction Novels,
26,Male,Amravati,Master's Level,Software Engineering,WEEKLY,15,Textbooks,
52,Female,Gandhinagar,Professional Level,Electrical Engineering,DAILY,30,Technical Articles,
37,Male,Dhanbad,Professional Level,Chemical Engineering,MONTHLY,60,News Articles,
29,Female,Bhavnagar,Master's Level,Civil Engineering,WEEKLY,45,Textbooks,
48,Male,Bikaner,Professional Level,Medicine,DAILY,60,Research Papers,
23,Female,Ambala,Undergraduate/Graduate Level,Computer Science/Engineering,MONTHLY,30,Technical Articles,
58,Male,Deoghar,Professional Level,Nursing,DAILY,15,Blogs,
33,Female,Bellary,Master's Level,Mechanical Engineering,WEEKLY,45,Textbooks,
44,Male,Sultan Pur Majra,Professional Level,Electrical Engineering,MONTHLY,60,Research Papers,
38,Female,Tiruppur,Professional Level,Chemical Engineering,DAILY,30,Fiction Novels,
28,Male,Durgapur,Master's Level,Legal Studies,WEEKLY,90,Technical Articles,
54,Female,Anantapur,Professional Level,Civil Engineering,DAILY,15,News Articles,
42,Male,Udham Singh Nagar,Professional Level,Software Engineering,DAILY,30,Textbooks,
30,Female,Chandrapur,Master's Level,Medicine,DAILY,60,Technical Articles,
36,Male,Vellore,Professional Level,Computer Science/Engineering,WEEKLY,45,Research Papers,
51,Female,Dindigul,Professional Level,Interior Design,MONTHLY,60,Fiction Novels,
31,Male,Kancheepuram,Master's Level,Mechanical Engineering,DAILY,30,Technical Articles,
45,Female,Gandhidham,Professional Level,Civil Engineering,WEEKLY,15,Textbooks,
49,Male,Hospet,Professional Level,Electrical Engineering,DAILY,45,Technical Articles,
22,Female,Nagercoil,Undergraduate/Graduate Level,Architecture,MONTHLY,60,Research Papers,
56,Male,Karimnagar,Professional Level,Software Engineering,WEEKLY,30,Technical Articles,
27,Female,Thanjavur,Master's Level,Chemical Engineering,DAILY,90,Fiction Novels,
35,Male,Pallavaram,Professional Level,Computer Science/Engineering,MONTHLY,15,Textbooks,
32,Female,Chittoor,Master's Level,Legal Studies,DAILY,30,Technical Articles,
41,Male,Kumbakonam,Professional Level,Mechanical Engineering,WEEKLY,60,Research Papers,
20,Female,Sambalpur,Undergraduate/Graduate Level,Electrical Engineering,MONTHLY,45,Fiction Novels,
53,Male,Katihar,Professional Level,Medicine,DAILY,15,Technical Articles,
43,Female,Bardhaman,Professional Level,Civil Engineering,WEEKLY,30,Textbooks,
24,Male,Munger,Undergraduate/Graduate Level,Nursing,DAILY,60,Technical Articles,
50,Female,Purnia,Professional Level,Chemical Engineering,DAILY,45,Research Papers,
39,Male,Hapur,Professional Level,Mechanical Engineering,MONTHLY,90,Technical Articles,
25,Female,Karimnagar,Master's Level,Software Engineering,WEEKLY,60,Fiction Novels,
57,Male,Karimnagar,Professional Level,Legal Studies,WEEKLY,30,Textbooks,
26,Female,Patna,Master's Level,Electrical Engineering,DAILY,45,Technical Articles,
54,Male,Solapur,Professional Level,Civil Engineering,MONTHLY,15,Research Papers,
48,Female,Allahabad,Professional Level,Computer Science/Engineering,WEEKLY,60,Fiction Novels,
23,Male,Srinagar,Undergraduate/Graduate Level,Medicine,DAILY,45,Technical Articles,
47,Female,Jabalpur,Professional Level,Mechanical Engineering,WEEKLY,30,Textbooks,
37,Male,Dhanbad,Professional Level,Chemical Engineering,MONTHLY,60,Technical Articles,
46,Female,Navi Mumbai,Professional Level,Civil Engineering,DAILY,45,Research Papers,
33,Male,Varanasi,Master's Level,Computer Science/Engineering,WEEKLY,15,Technical Articles,
55,Female,Kolkata,Professional Level,Legal Studies,DAILY,90,Fiction Novels,
28,Male,Amritsar,Master's Level,Mechanical Engineering,MONTHLY,30,Textbooks,
52,Female,Moradabad,Professional Level,Software Engineering,WEEKLY,60,Technical Articles,
21,Male,Gwalior,Undergraduate/Graduate Level,Electrical Engineering,DAILY,45,Research Papers,
38,Female,Pimpri-Chinchwad,Professional Level,Medicine,MONTHLY,15,Fiction Novels,
29,Male,Surat,Master's Level,Mechanical Engineering,DAILY,30,Technical Articles,
56,Female,Ghaziabad,Professional Level,Computer Science/Engineering,WEEKLY,60,Textbooks,
40,Male,Chandigarh,Professional Level,Architecture,MONTHLY,45,Technical Articles,
34,Female,Nagpur,Master's Level,Civil Engineering,DAILY,90,Research Papers,
22,Male,Ranchi,Undergraduate/Graduate Level,Electrical Engineering,WEEKLY,60,Technical Articles,
51,Female,Meerut,Professional Level,Interior Design,DAILY,30,Fiction Novels,
31,Male,Kanpur,Master's Level,Software Engineering,DAILY,45,Textbooks,
58,Female,Pune,Professional Level,Nursing,MONTHLY,15,Technical Articles,
35,Male,Ahmedabad,Professional Level,Chemical Engineering,DAILY,60,Research Papers,
24,Female,Jaipur,Undergraduate/Graduate Level,Electrical Engineering,WEEKLY,45,Fiction Novels,
42,Male,Lucknow,Professional Level,Mechanical Engineering,MONTHLY,30,Technical Articles,
31,Female,Surat,Master's Level,Medicine,WEEKLY,60,Textbooks,
56,Male,Kanpur,Professional Level,Legal Studies,DAILY,15,Textbooks,
20,Female,Nagpur,Undergraduate/Graduate Level,Civil Engineering,MONTHLY,30,Research Papers,
48,Female,Indore,Professional Level,Software Engineering,DAILY,90,Fiction Novels,
29,Male,Thane,Master's Level,Computer Science/Engineering,WEEKLY,45,Textbooks,
53,Male,Bhopal,Professional Level,Mechanical Engineering,DAILY,60,Technical Articles,
38,Female,Visakhapatnam,Professional Level,Electrical Engineering,MONTHLY,30,Magazine Articles,
45,Male,Pimpri-Chinchwad,Professional Level,Chemical Engineering,WEEKLY,15,Blogs,
22,Female,Patna,Undergraduate/Graduate Level,Civil Engineering,DAILY,45,Poetry,
50,Female,Vadodara,Professional Level,Computer Science/Engineering,DAILY,60,Instruction Manual,
26,Male,Ghaziabad,Master's Level,Legal Studies,WEEKLY,30,Textbooks,
19,Male,Ludhiana,Undergraduate/Graduate Level,Mechanical Engineering,MONTHLY,90,Research Papers,
52,Female,Agra,Professional Level,Software Engineering,DAILY,15,News Articles,
33,Male,Nashik,Master's Level,Medicine,WEEKLY,15,Textbooks,
40,Female,Faridabad,Professional Level,Electrical Engineering,MONTHLY,30,Technical Articles,
28,Male,Meerut,Master's Level,Civil Engineering,MONTHLY,60,Research Papers,
44,Female,Rajkot,Professional Level,Nursing,DAILY,45,Fiction Novels,
18,Male,Varanasi,Undergraduate/Graduate Level,Chemical Engineering,WEEKLY,90,Textbooks,
51,Female,Srinagar,Professional Level,Architecture,MONTHLY,45,Technical Articles,
36,Male,Aurangabad,Professional Level,Mechanical Engineering,WEEKLY,30,Textbooks,
21,Female,Dhanbad,Undergraduate/Graduate Level,Computer Science/Engineering,DAILY,60,Technical Articles,
49,Male,Amritsar,Professional Level,Electrical Engineering,DAILY,15,Research Papers,
34,Female,Navi Mumbai,Master's Level,Legal Studies,WEEKLY,45,Textbooks,
57,Female,Allahabad,Professional Level,Software Engineering,MONTHLY,90,Technical Articles,
25,Male,Ranchi,Master's Level,Civil Engineering,MONTHLY,15,Research Papers,
46,Male,Howrah,Professional Level,Chemical Engineering,DAILY,30,Technical Articles,
30,Female,Jabalpur,Master's Level,Medicine,WEEKLY,60,Textbooks,
54,Male,Gwalior,Professional Level,Mechanical Engineering,DAILY,45,Research Papers,
23,Female,Vijayawada,Undergraduate/Graduate Level,Electrical Engineering,WEEKLY,30,Technical Articles,
55,Male,Jodhpur,Professional Level,Computer Science/Engineering,MONTHLY,15,Research Papers,
37,Female,Raipur,Professional Level,Interior Design,WEEKLY,90,Textbooks,
27,Male,Kota,Master's Level,Civil Engineering,DAILY,45,Research Papers,
47,Male,Guwahati,Professional Level,Legal Studies,DAILY,60,Technical Articles,
32,Female,Chandigarh,Master's Level,Chemical Engineering,WEEKLY,30,Textbooks,
41,Male,Solapur,Professional Level,Software Engineering,MONTHLY,45,Technical Articles,
58,Female,Hubli-Dharwad,Professional Level,Mechanical Engineering,MONTHLY,90,Research Papers,
39,Female,Bareilly,Professional Level,Electrical Engineering,WEEKLY,15,Fiction Novels,
22,Male,Moradabad,Undergraduate/Graduate Level,Medicine,DAILY,60,Textbooks,
50,Male,Mysore,Professional Level,Civil Engineering,WEEKLY,45,Technical Articles,
35,Female,Gurgaon,Professional Level,Computer Science/Engineering,MONTHLY,30,News Articles,
24,Male,Kolkata,Undergraduate/Graduate Level,Architecture,DAILY,15,Textbooks,
52,Female,Pune,Professional Level,Mechanical Engineering,WEEKLY,60,Research Papers,
19,Female,Mysore,Undergraduate/Graduate Level,Legal Studies,DAILY,90,Technical Articles,
56,Male,Rajkot,Professional Level,Software Engineering,WEEKLY,45,Blogs,
31,Female,Bhopal,Master's Level,Electrical Engineering,MONTHLY,30,Textbooks,
45,Male,Surat,Professional Level,Chemical Engineering,MONTHLY,60,Technical Articles,
29,Female,Ghaziabad,Master's Level,Civil Engineering,DAILY,15,Textbooks,
53,Male,Patna,Professional Level,Medicine,DAILY,90,Technical Articles,
38,Female,Gwalior,Professional Level,Computer Science/Engineering,WEEKLY,45,Research Papers,
20,Male,Navi Mumbai,Undergraduate/Graduate Level,Nursing,MONTHLY,30,Textbooks,
48,Female,Chennai,Professional Level,Mechanical Engineering,DAILY,60,Technical Articles,
54,Male,Indore,Professional Level,Electrical Engineering,MONTHLY,15,Research Papers,
36,Female,Ranchi,Professional Level,Chemical Engineering,DAILY,45,Technical Articles,
33,Female,Lucknow,Master's Level,Legal Studies,WEEKLY,90,Textbooks,
57,Male,Varanasi,Professional Level,Civil Engineering,DAILY,30,Research Papers,
26,Male,Visakhapatnam,Master's Level,Software Engineering,MONTHLY,60,Technical Articles,
21,Female,Kanpur,Undergraduate/Graduate Level,Medicine,WEEKLY,45,Research Papers,
43,Female,Vadodara,Professional Level,Computer Science/Engineering,MONTHLY,15,Textbooks,
18,Male,Srinagar,Undergraduate/Graduate Level,Interior Design,DAILY,30,Research Papers,
30,Male,Allahabad,Master's Level,Mechanical Engineering,DAILY,60,Technical Articles,
40,Female,Dhanbad,Professional Level,Civil Engineering,WEEKLY,90,Textbooks,
25,Male,Mumbai,Master's Level,Electrical Engineering,MONTHLY,15,Technical Articles,
55,Female,Jabalpur,Professional Level,Architecture,WEEKLY,30,Textbooks,
42,Female,Guwahati,Professional Level,Software Engineering,DAILY,45,Technical Articles,
27,Male,Nashik,Master's Level,Chemical Engineering,MONTHLY,60,Research Papers,
49,Male,Chandigarh,Professional Level,Computer Science/Engineering,WEEKLY,15,Textbooks,
23,Female,Agra,Undergraduate/Graduate Level,Legal Studies,DAILY,90,Technical Articles,
47,Male,Hubli-Dharwad,Professional Level,Mechanical Engineering,MONTHLY,30,Research Papers,
34,Female,Amritsar,Master's Level,Electrical Engineering,WEEKLY,45,Technical Articles,
51,Male,Kota,Professional Level,Medicine,DAILY,60,Textbooks,
28,Female,Meerut,Master's Level,Civil Engineering,WEEKLY,15,Research Papers,
22,Male,Aurangabad,Undergraduate/Graduate Level,Nursing,DAILY,45,Technical Articles,
37,Female,Solapur,Professional Level,Chemical Engineering,MONTHLY,30,Fiction Novels,
46,Female,Bareilly,Professional Level,Mechanical Engineering,WEEKLY,60,Textbooks,
52,Male,Nagpur,Professional Level,Software Engineering,DAILY,45,Technical Articles,
39,Female,Jaipur,Professional Level,Legal Studies,MONTHLY,15,News Articles,
58,Male,Faridabad,Professional Level,Electrical Engineering,WEEKLY,90,Textbooks,
32,Female,Thane,Master's Level,Civil Engineering,DAILY,30,Research Papers,
56,Male,Ludhiana,Professional Level,Computer Science/Engineering,WEEKLY,60,Technical Articles,
31,Female,Delhi,Master's Level,Medicine,MONTHLY,45,Blogs,
24,Male,Gurgaon,Undergraduate/Graduate Level,Mechanical Engineering,DAILY,15,Textbooks,
53,Female,Pimpri-Chinchwad,Professional Level,Software Engineering,WEEKLY,30,Technical Articles,
19,Male,Ahmedabad,Undergraduate/Graduate Level,Legal Studies,DAILY,60,Textbooks,
44,Female,Jodhpur,Professional Level,Civil Engineering,MONTHLY,45,Technical Articles,
20,Male,Hyderabad,Undergraduate/Graduate Level,Chemical Engineering,DAILY,90,Research Papers,
35,Female,Moradabad,Professional Level,Electrical Engineering,MONTHLY,15,Textbooks,
50,Male,Vadodara,Professional Level,Mechanical Engineering,WEEKLY,30,Technical Articles,
26,Female,Howrah,Master's Level,Nursing,DAILY,60,Research Papers,
37,Female,Chennai,Professional Level,Computer Science/Engineering,WEEKLY,45,Technical Articles,
21,Male,Pune,Undergraduate/Graduate Level,Medicine,MONTHLY,90,Textbooks,
47,Male,Kolkata,Professional Level,Civil Engineering,DAILY,15,Research Papers,
52,Female,Srinagar,Professional Level,Architecture,WEEKLY,30,Technical Articles,
38,Male,Patna,Professional Level,Software Engineering,MONTHLY,60,Research Papers,
55,Female,Jaipur,Professional Level,Electrical Engineering,DAILY,45,Textbooks,
34,Male,Ghaziabad,Master's Level,Legal Studies,DAILY,60,Research Papers,
45,Female,Bhopal,Professional Level,Mechanical Engineering,WEEKLY,15,Technical Articles,
29,Male,Amritsar,Master's Level,Chemical Engineering,MONTHLY,30,Textbooks,
58,Female,Navi Mumbai,Professional Level,Civil Engineering,WEEKLY,90,Technical Articles,
22,Male,Visakhapatnam,Undergraduate/Graduate Level,Computer Science/Engineering,DAILY,45,Research Papers,
30,Female,,Master's Level,Medicine,MONTHLY,60,Technical Articles,
43,Male,,Professional Level,Electrical Engineering,WEEKLY,30,Textbooks,
18,Female,,Undergraduate/Graduate Level,Software Engineering,DAILY,15,Research Papers,
41,Male,,Professional Level,Mechanical Engineering,WEEKLY,45,Technical Articles,
27,Female,,Master's Level,Interior Design,MONTHLY,60,Textbooks,
51,Male,,Professional Level,Legal Studies,DAILY,30,Technical Articles,
23,Female,,Undergraduate/Graduate Level,Civil Engineering,MONTHLY,90,Research Papers,
46,Male,,Professional Level,Nursing,DAILY,15,Fiction Novels,
33,Female,,Master's Level,Chemical Engineering,WEEKLY,45,Textbooks,
57,Male,,Professional Level,Medicine,MONTHLY,60,Technical Articles,
25,Female,,Master's Level,Computer Science/Engineering,WEEKLY,30,News Articles,
54,Male,,Professional Level,Electrical Engineering,DAILY,60,Textbooks,
28,Female,,Master's Level,Mechanical Engineering,DAILY,45,Research Papers,
39,Male,,Professional Level,Software Engineering,WEEKLY,15,Technical Articles,
36,Female,,Professional Level,Civil Engineering,MONTHLY,30,Blogs,
32,Male,,Master's Level,Legal Studies,MONTHLY,60,Textbooks,
55,Female,,Professional Level,Mechanical Engineering,DAILY,45,Technical Articles,
20,Male,,Undergraduate/Graduate Level,Chemical Engineering,WEEKLY,90,Textbooks,
56,Female,,Professional Level,Electrical Engineering,DAILY,15,Technical Articles,
22,Male,,Undergraduate/Graduate Level,Medicine,WEEKLY,30,Research Papers,
49,Female,,Professional Level,Software Engineering,MONTHLY,60,Textbooks,
19,Male,,Undergraduate/Graduate Level,Civil Engineering,DAILY,45,Technical Articles,
53,Female,,Professional Level,Computer Science/Engineering,WEEKLY,15,Research Papers,
24,Male,,Undergraduate/Graduate Level,Nursing,DAILY,30,Technical Articles,
40,Female,,Professional Level,Mechanical Engineering,MONTHLY,60,Textbooks,
31,Male,,Master's Level,Legal Studies,WEEKLY,45,Research Papers,
48,Female,,Professional Level,Electrical Engineering,DAILY,90,Technical Articles,
30,Male,,Master's Level,Civil Engineering,MONTHLY,60,Research Papers,
45,Female,,Professional Level,Architecture,DAILY,30,Textbooks,
21,Male,,Undergraduate/Graduate Level,Chemical Engineering,WEEKLY,45,Research Papers,
50,Female,,Professional Level,Computer Science/Engineering,MONTHLY,15,Technical Articles,
29,Male,,Master's Level,Medicine,DAILY,60,Textbooks,
37,Female,,Professional Level,Software Engineering,WEEKLY,45,Technical Articles,
26,Male,,Master's Level,Mechanical Engineering,DAILY,30,Textbooks,
54,Female,,Professional Level,Electrical Engineering,WEEKLY,60,Technical Articles,
38,Male,,Professional Level,Legal Studies,MONTHLY,45,Research Papers,
33,Female,,Master's Level,Civil Engineering,MONTHLY,15,Textbooks,
52,Male,,Professional Level,Nursing,DAILY,90,Technical Articles,
27,Female,,Master's Level,Chemical Engineering,DAILY,30,Research Papers,
57,Male,,Professional Level,Mechanical Engineering,WEEKLY,60,Technical Articles,
35,Female,,Professional Level,Computer Science/Engineering,MONTHLY,45,Textbooks,
42,Male,,Professional Level,Medicine,DAILY,15,Research Papers,
25,Female,,Master's Level,Software Engineering,WEEKLY,30,Technical Articles,
58,Male,,Professional Level,Civil Engineering,DAILY,60,Fiction Novels,
23,Female,,Undergraduate/Graduate Level,Electrical Engineering,MONTHLY,45,Textbooks,
41,Male,,Professional Level,Legal Studies,WEEKLY,90,Technical Articles,
34,Female,,Master's Level,Architecture,DAILY,60,News Articles,
51,Male,,Professional Level,Computer Science/Engineering,MONTHLY,30,Textbooks,
46,Female,,Professional Level,Mechanical Engineering,WEEKLY,45,Research Papers,
22,Male,,Undergraduate/Graduate Level,Chemical Engineering,DAILY,15,Technical Articles,
56,Female,,Professional Level,Civil Engineering,WEEKLY,60,Blogs,
18,Male,,Undergraduate/Graduate Level,Medicine,MONTHLY,45,Textbooks,
47,Female,,Professional Level,Software Engineering,DAILY,30,Technical Articles,
55,Male,,Professional Level,Electrical Engineering,WEEKLY,60,Textbooks,
30,Female,,Master's Level,Legal Studies,MONTHLY,15,Technical Articles,
19,Male,,Undergraduate/Graduate Level,Mechanical Engineering,DAILY,30,Research Papers,
48,Female,,Professional Level,Computer Science/Engineering,DAILY,90,Textbooks,
39,Male,,Professional Level,Civil Engineering,WEEKLY,45,Technical Articles,
21,Female,,Undergraduate/Graduate Level,Nursing,MONTHLY,60,Research Papers,
44,Male,,Professional Level,Chemical Engineering,DAILY,30,Technical Articles,
32,Female,,Master's Level,Electrical Engineering,WEEKLY,15,Textbooks,
37,Male,,Professional Level,Medicine,DAILY,45,Research Papers,
31,Female,,Master's Level,Software Engineering,MONTHLY,60,Technical Articles,
53,Male,,Professional Level,Legal Studies,WEEKLY,30,Research Papers,
36,Female,,Professional Level,Mechanical Engineering,DAILY,90,Textbooks,
28,Male,,Master's Level,Civil Engineering,MONTHLY,15,Research Papers,
54,Female,,Professional Level,Computer Science/Engineering,DAILY,45,Technical Articles,
25,Male,,Master's Level,Architecture,WEEKLY,60,Textbooks,
50,Female,,Professional Level,Electrical Engineering,MONTHLY,30,Technical Articles,
26,Male,,Master's Level,Chemical Engineering,DAILY,60,Research Papers,
52,Female,,Professional Level,Medicine,WEEKLY,45,Technical Articles,
35,Male,,Professional Level,Software Engineering,DAILY,15,Textbooks,
57,Female,,Professional Level,Civil Engineering,MONTHLY,30,Research Papers,
23,Male,,Undergraduate/Graduate Level,Legal Studies,DAILY,60,Technical Articles,
49,Female,,Professional Level,Mechanical Engineering,MONTHLY,45,Fiction Novels,
38,Male,,Professional Level,Electrical Engineering,WEEKLY,15,Textbooks,
24,Female,,Undergraduate/Graduate Level,Nursing,DAILY,90,Technical Articles,
45,Male,,Professional Level,Computer Science/Engineering,WEEKLY,30,News Articles,
29,Female,,Master's Level,Medicine,DAILY,60,Textbooks,
20,Male,,Undergraduate/Graduate Level,Chemical Engineering,MONTHLY,45,Research Papers,
41,Female,,Professional Level,Civil Engineering,WEEKLY,30,Technical Articles,
18,Male,,Undergraduate/Graduate Level,Software Engineering,DAILY,60,Blogs,
46,Female,,Professional Level,Chemical Engineering,MONTHLY,15,Textbooks,
55,Male,,Professional Level,Civil Engineering,DAILY,45,Technical Articles,
33,Female,,Master's Level,Computer Science/Engineering,WEEKLY,60,Textbooks,
22,Male,,Undergraduate/Graduate Level,Legal Studies,MONTHLY,30,Technical Articles,
47,Female,,Professional Level,Mechanical Engineering,DAILY,90,Research Papers,
34,Male,,Master's Level,Software Engineering,WEEKLY,15,Textbooks,
51,Female,,Professional Level,Electrical Engineering,MONTHLY,30,Technical Articles,
27,Male,,Master's Level,Medicine,DAILY,45,Research Papers,
58,Female,,Professional Level,Mechanical Engineering,MONTHLY,60,Technical Articles,
43,Male,,Professional Level,Computer Science/Engineering,DAILY,30,Textbooks,
32,Female,,Master's Level,Architecture,WEEKLY,60,Research Papers,
53,Male,,Professional Level,Civil Engineering,MONTHLY,15,Technical Articles,
30,Female,,Master's Level,Electrical Engineering,WEEKLY,45,Research Papers,
25,Male,,Master's Level,Interior Design,DAILY,60,Textbooks,
56,Female,,Professional Level,Software Engineering,DAILY,30,Research Papers,
39,Male,,Professional Level,Nursing,WEEKLY,90,Technical Articles,
21,Female,,Undergraduate/Graduate Level,Chemical Engineering,MONTHLY,15,Textbooks,
54,Male,,Professional Level,Electrical Engineering,MONTHLY,30,Technical Articles,
48,Female,,Professional Level,Mechanical Engineering,DAILY,60,Research Papers,
19,Male,,Undergraduate/Graduate Level,Medicine,WEEKLY,45,Technical Articles,
50,Female,,Professional Level,Legal Studies,DAILY,60,Textbooks,
26,Male,,Master's Level,Civil Engineering,WEEKLY,30,Research Papers,
37,Female,,Professional Level,Software Engineering,MONTHLY,15,Technical Articles,
28,Male,,Master's Level,Computer Science/Engineering,DAILY,45,Textbooks,
52,Female,,Professional Level,Mechanical Engineering,WEEKLY,60,Technical Articles,
31,Male,,Master's Level,Electrical Engineering,DAILY,30,Research Papers,
40,Female,,Professional Level,Chemical Engineering,MONTHLY,90,Fiction Novels,
36,Male,,Professional Level,Civil Engineering,WEEKLY,15,Textbooks,
44,Female,,Professional Level,Computer Science/Engineering,DAILY,30,Technical Articles,
22,Male,,Undergraduate/Graduate Level,Legal Studies,MONTHLY,60,News Articles,
57,Female,,Professional Level,Mechanical Engineering,DAILY,45,Textbooks,
29,Male,,Master's Level,Software Engineering,WEEKLY,60,Research Papers,
47,Female,,Professional Level,Medicine,MONTHLY,30,Technical Articles,
38,Male,,Professional Level,Electrical Engineering,DAILY,15,Blogs,
54,Female,,Professional Level,Civil Engineering,WEEKLY,45,Textbooks,
23,Male,,Undergraduate/Graduate Level,Nursing,DAILY,60,Technical Articles,
45,Female,,Professional Level,Chemical Engineering,DAILY,30,Textbooks,
32,Male,,Master's Level,Architecture,MONTHLY,90,Technical Articles,
51,Female,,Professional Level,Mechanical Engineering,WEEKLY,15,Research Papers,
35,Male,,Professional Level,Computer Science/Engineering,WEEKLY,30,Textbooks,
49,Female,,Professional Level,Electrical Engineering,DAILY,60,Technical Articles,
20,Male,,Undergraduate/Graduate Level,Legal Studies,MONTHLY,45,Research Papers,
56,Female,,Professional Level,Software Engineering,WEEKLY,15,Technical Articles,
33,Male,,Master's Level,Civil Engineering,DAILY,30,Textbooks,
58,Female,,Professional Level,Chemical Engineering,WEEKLY,60,Research Papers,
25,Male,,Master's Level,Medicine,DAILY,45,Technical Articles,
42,Female,,Professional Level,Mechanical Engineering,MONTHLY,90,Research Papers,
24,Male,,Undergraduate/Graduate Level,Electrical Engineering,DAILY,60,Textbooks,
53,Female,,Professional Level,Computer Science/Engineering,MONTHLY,30,Research Papers,
46,Male,,Professional Level,Interior Design,WEEKLY,45,Technical Articles,
30,Female,,Master's Level,Civil Engineering,DAILY,15,Textbooks,
52,Male,,Professional Level,Legal Studies,MONTHLY,60,Technical Articles,
27,Female,,Master's Level,Chemical Engineering,DAILY,45,Textbooks,
55,Male,,Professional Level,Software Engineering,WEEKLY,30,Technical Articles,
18,Female,,Undergraduate/Graduate Level,Mechanical Engineering,DAILY,60,Research Papers,
41,Male,,Professional Level,Electrical Engineering,WEEKLY,45,Textbooks,
28,Female,,Master's Level,Medicine,MONTHLY,15,Technical Articles,
37,Male,,Professional Level,Civil Engineering,WEEKLY,90,Research Papers,
21,Female,,Undergraduate/Graduate Level,Computer Science/Engineering,DAILY,30,Technical Articles,
39,Male,,Professional Level,Architecture,DAILY,60,Textbooks,
47,Female,,Professional Level,Mechanical Engineering,MONTHLY,45,Research Papers,
22,Male,,Undergraduate/Graduate Level,Legal Studies,WEEKLY,15,Technical Articles,
50,Female,,Professional Level,Software Engineering,DAILY,30,Fiction Novels,
31,Male,,Master's Level,Electrical Engineering,WEEKLY,60,Textbooks,
44,Female,,Professional Level,Chemical Engineering,DAILY,45,Technical Articles,
34,Male,,Master's Level,Civil Engineering,MONTHLY,90,News Articles,
51,Female,,Professional Level,Medicine,WEEKLY,60,Textbooks,
26,Male,,Master's Level,Computer Science/Engineering,DAILY,30,Research Papers,
43,Female,,Professional Level,Nursing,WEEKLY,45,Technical Articles,
29,Female,,Master's Level,Mechanical Engineering,MONTHLY,15,Blogs,
54,Male,,Professional Level,Electrical Engineering,DAILY,60,Textbooks,
36,Male,,Professional Level,Chemical Engineering,WEEKLY,45,Technical Articles,
52,Male,,Professional Level,Legal Studies,MONTHLY,30,Textbooks,
19,Female,,Undergraduate/Graduate Level,Civil Engineering,DAILY,60,Technical Articles,
56,Male,,Professional Level,Software Engineering,DAILY,15,Research Papers,
33,Female,,Master's Level,Medicine,WEEKLY,30,Textbooks,
48,Male,,Professional Level,Computer Science/Engineering,MONTHLY,90,Technical Articles,
25,Female,,Master's Level,Interior Design,MONTHLY,45,Research Papers,
45,Female,,Professional Level,Mechanical Engineering,DAILY,60,Technical Articles,
57,Male,,Professional Level,Civil Engineering,WEEKLY,30,Textbooks,
20,Male,,Undergraduate/Graduate Level,Electrical Engineering,DAILY,15,Research Papers,
55,Female,,Professional Level,Architecture,WEEKLY,45,Technical Articles,
38,Male,,Professional Level,Software Engineering,MONTHLY,60,Research Papers,
27,Female,,Master's Level,Chemical Engineering,DAILY,30,Textbooks,
41,Female,,Professional Level,Computer Science/Engineering,WEEKLY,90,Research Papers,
32,Male,,Master's Level,Legal Studies,DAILY,15,Technical Articles,
23,Male,,Undergraduate/Graduate Level,Mechanical Engineering,MONTHLY,45,Textbooks,
58,Female,,Professional Level,Electrical Engineering,WEEKLY,60,Technical Articles,
50,Male,,Professional Level,Medicine,DAILY,30,Research Papers,
35,Female,,Professional Level,Civil Engineering,MONTHLY,60,Technical Articles,
21,Male,,Undergraduate/Graduate Level,Nursing,DAILY,45,Textbooks,
54,Female,,Professional Level,Chemical Engineering,WEEKLY,15,Research Papers,
49,Male,,Professional Level,Mechanical Engineering,MONTHLY,30,Technical Articles,
30,Female,,Master's Level,Software Engineering,DAILY,60,Fiction Novels,
22,Male,,Undergraduate/Graduate Level,Legal Studies,WEEKLY,45,Textbooks,
53,Female,,Professional Level,Electrical Engineering,DAILY,15,Technical Articles,
24,Male,,Undergraduate/Graduate Level,Civil Engineering,DAILY,90,News Articles,
31,Female,,Master's Level,Computer Science/Engineering,WEEKLY,30,Textbooks,
46,Female,,Professional Level,Medicine,MONTHLY,60,Research Papers,
37,Male,,Professional Level,Mechanical Engineering,MONTHLY,45,Technical Articles,
34,Male,,Master's Level,Software Engineering,DAILY,30,Blogs,
51,Female,,Professional Level,Legal Studies,WEEKLY,60,Textbooks,
26,Male,,Master's Level,Civil Engineering,DAILY,15,Technical Articles,
47,Female,,Professional Level,Chemical Engineering,WEEKLY,45,Textbooks,
